foodId,label,category,foodContentsLabel,image
3220035217007,Sucre cassonade,"en:sweeteners, en:sugars, en:brown-sugars, en:cane-sugars, fr:cassonades",Sucre roux de canne,https://images.openfoodfacts.org/images/products/322/003/521/7007/front_fr.28.400.jpg
3174660084612,Sucre,"en:sweeteners, en:sugars, en:caster-sugars","sucre en poudre,",https://images.openfoodfacts.org/images/products/317/466/008/4612/front_fr.104.400.jpg
3220035229611,Cassonade,"en:sweeteners, en:sugars, en:brown-sugars, en:cane-sugars, fr:cassonades",Sucre roux de canne,https://images.openfoodfacts.org/images/products/322/003/522/9611/front_fr.34.400.jpg
3564700659076,Cassonade pure canne,"en:sweeteners, en:sugars, en:brown-sugars, en:cane-sugars, fr:cassonades",Sucre roux de canne,https://images.openfoodfacts.org/images/products/356/470/065/9076/front_fr.68.400.jpg
3329757004442,Sucre Pure Via SpecialPatisserie,"en:snacks, en:sweet-snacks, en:biscuits-and-cakes, en:sweeteners, en:food-additives, en:pastries, en:sugar-substitutes, en:sugars, en:natural-sugar-substitutes","Agent de charge : erythritol, stabilisant : gomme d'acacia, édulcorant : glycosides de stéviol (0.2%)issus de Stevia",https://images.openfoodfacts.org/images/products/332/975/700/4442/front_fr.41.400.jpg
3174660032316,sucre Roux en morceaux,"en:sweeteners, en:sugars, en:brown-sugars, en:cane-sugar, en:lump-sugar","Sucre de canne, sucre de canne caramélisé,",https://images.openfoodfacts.org/images/products/317/466/003/2316/front_fr.77.400.jpg
3165437010101,Sucre de Fleur de Coco Bio,"en:sweeteners, en:sugars, en:coconut-sugar",Sucre de fleur de coco non raffiné issu de l'agriculture biologique,https://images.openfoodfacts.org/images/products/316/543/701/0101/front_fr.155.400.jpg
3174660024991,sucre cassonade,"en:sweeteners, en:sugars, en:cane-sugars, fr:sucre-de-canne-blond, fr:sucre-en-poudr",Sucre roux de canne,https://images.openfoodfacts.org/images/products/317/466/002/4991/front_fr.115.400.jpg
3165432640006,Sucre de glace,"en:sweeteners, en:sugars, en:powdered-sugars","icing sugar, starch",https://images.openfoodfacts.org/images/products/316/543/264/0006/front_en.267.400.jpg
8722700030119,Sucre vanillé x 12 sachets,"en:sweeteners, en:cooking-helpers, en:sugars, en:vanilla-sugars","Sucre, amidon, extrait naturel de vanille, Peut contenir : blé,",https://images.openfoodfacts.org/images/products/872/270/003/0119/front_fr.73.400.jpg
3220035150007,Etui Bec Verseur Sucre en Poudre Saint Louis Sucre 1kg,"en:sweeteners, en:sugars, en:beet-sugars, en:caster-sugars, en:granulated-sugars, en:white-sugars",Sucre en Poudre,https://images.openfoodfacts.org/images/products/322/003/515/0007/front_fr.118.400.jpg
3174660000896,Sucre Poudre,"en:sweeteners, en:sugars, en:caster-sugars, en:granulated-sugars, en:white-sugars",Sucre en poudre,https://images.openfoodfacts.org/images/products/317/466/000/0896/front_fr.136.400.jpg
3560071462864,Cassonade,"en:frozen-foods, en:sweeteners, en:sugars, en:brown-sugars, en:cane-sugars, fr:cassonades",Sucre de canne 100%.,https://images.openfoodfacts.org/images/products/356/007/146/2864/front_fr.36.400.jpg
3011360030108,Sucre Vanillé des Isles,"en:sweeteners, en:cooking-helpers, en:sugars, en:vanilla-sugars","93% cane sugar, starch, depleted vanilla bean, natural vanilla extract",https://images.openfoodfacts.org/images/products/301/136/003/0108/front_en.45.400.jpg
3179140123805,Sucre Vanillé,"en:sweeteners, en:cooking-helpers, en:sugars, en:vanilla-sugars","sucre, extrait naturel de gousse de vanille, amidon de maïs",https://images.openfoodfacts.org/images/products/317/914/012/3805/front_en.49.400.jpg
3760226260738,Tablette de chocolat 85% de cacao,"en:snacks, en:sweet-snacks, en:cocoa-and-its-products, en:sweeteners, en:chocolates, en:dark-chocolates, en:salted-chocolates, en:sugars","Cacao*, sucre de canne*, beurre de cacao*, fleur de sel, émulsifiant : lécithine de tournesol*.",https://images.openfoodfacts.org/images/products/376/022/626/0738/front_fr.63.400.jpg
6111180013958,Sucre arome fleur d’oranger,"en:sweeteners, en:sugars","Sugar, cornstarch, Orange-Blossom aroma",https://images.openfoodfacts.org/images/products/611/118/001/3958/front_fr.10.400.jpg
3329757003506,Poudre sucralose,"en:sweeteners, en:food-additives, en:sugar-substitutes, en:sugars, en:tabletop-sweeteners","Maltodextrine, édulcorant : Sucralose (0,98%).",https://images.openfoodfacts.org/images/products/332/975/700/3506/front_fr.114.400.jpg
3250392946999,Sucre de canne en poudre 750g tetrapack,"en:sweeteners, en:sugars, en:brown-sugars, en:cane-sugars, fr:autres-produits",Sucre roux de canne,https://images.openfoodfacts.org/images/products/325/039/294/6999/front_fr.37.400.jpg
3329757004558,Pure via Roux,"en:sweeteners, en:food-additives, en:sugar-substitutes, en:sugars","Agent de charge : érythritol, arôme naturel, extrait de pomme, édulcorant : glycosides de stéviol (extraits de plante de stévia).",https://images.openfoodfacts.org/images/products/332/975/700/4558/front_fr.15.400.jpg
3165430501002,Sucre Cassonnade,"en:sweeteners, en:sugars, en:brown-sugars, en:cane-sugars, fr:cassonades",Sucre pure canne non raffiné,https://images.openfoodfacts.org/images/products/316/543/050/1002/front_fr.36.400.jpg
3329757004992,Sirop de datte,"en:beverages-and-beverages-preparations, en:beverage-preparations, en:sweeteners, en:syrups, en:simple-syrups, en:flavoured-syrups, en:sugars, en:syrups-with-fruits, en:date-syrups, fr:sucre-de-dattes",,https://images.openfoodfacts.org/images/products/332/975/700/4992/front_fr.8.400.jpg
3770019857205,Srop de yacon,"en:sweeteners, en:food-additives, en:sugar-substitutes, en:sugars, en:natural-sugar-substitutes",racine de yacon,https://images.openfoodfacts.org/images/products/377/001/985/7205/front_en.4.400.jpg
3220035175000,Pack Sucre en Poudre 650g,"en:sweeteners, en:sugars, en:edulcorants-sucres-sucres-en-poudre",Sucre,https://images.openfoodfacts.org/images/products/322/003/517/5000/front_fr.55.400.jpg
4047247992978,Agave syrup,"en:sweeteners, en:syrups, en:simple-syrups, en:sugars, en:agave-syrups",Agave syrup (100%). &quot;from organic farming.,https://images.openfoodfacts.org/images/products/404/724/799/2978/front_en.33.400.jpg
3174660091795,blonvilliers pure canne blond,"en:sweeteners, en:sugars, en:brown-sugars, en:cane-sugar, en:caster-sugars",sucre roux de canne bio,https://images.openfoodfacts.org/images/products/317/466/009/1795/front_fr.25.400.jpg
3165432643007,Sucre glace,"en:sweeteners, en:sugars, en:powdered-sugars","Sucre (98%), Antiagglomérant amidon (fécule non allergène à base de pomme de terre).",https://images.openfoodfacts.org/images/products/316/543/264/3007/front_fr.3.400.jpg
8480000676375,Eritritol y sucralosa,"en:sweeteners, en:food-additives, en:sugar-substitutes, en:sugars, en:artificial-sugar-substitutes, en:tabletop-sweeteners","eritritol 99.5%, sucralosa 0.5%",https://images.openfoodfacts.org/images/products/848/000/067/6375/front_es.31.400.jpg
3564707102513,Blond pur canne,"en:sweeteners, en:sugars, en:brown-sugars, en:cane-sugar, en:caster-sugars",Sucre de canne,https://images.openfoodfacts.org/images/products/356/470/710/2513/front_fr.53.400.jpg
6111005054098,sucre arôme vanille,"en:sweeteners, en:sugars, en:vanilla-sugars","Sucre, amidon de maïs, arôme ethylvanilline.",https://images.openfoodfacts.org/images/products/611/100/505/4098/front_fr.9.400.jpg
8480000198594,Panela,"en:sweeteners, en:sugars, en:brown-sugars, en:cane-sugar, en:panela, en:azucar, en:azucar-de-cana, en:azucar-moreno, en:endulzantes, en:panela-en-polvo",Panela (azúcar),https://images.openfoodfacts.org/images/products/848/000/019/8594/front_es.51.400.jpg
3250391781713,Pure canne en poudre bio & equitable,"en:sweeteners, en:sugars, en:cane-sugar",Sucre de canne issue de l'agriculture biologique.,https://images.openfoodfacts.org/images/products/325/039/178/1713/front_fr.44.400.jpg
3560070339617,Sucre en poudre,"en:sweeteners, en:sugars, en:beet-sugars, en:caster-sugars, en:granulated-sugars, en:white-sugars",Sucre en poudre.,https://images.openfoodfacts.org/images/products/356/007/033/9617/front_fr.78.400.jpg
3560071411824,Sucre fleurs de coco,"en:sweeteners, en:sugars, en:coconut-sugar",100% sucre de fleurs de coco biologique,https://images.openfoodfacts.org/images/products/356/007/141/1824/front_fr.60.400.jpg
0815126006542,Sirop d'érable bio,"en:sweeteners, en:syrups, en:cooking-helpers, en:simple-syrups, en:artisan-products, en:pastry-helpers, en:sugars, en:maple-syrups, en:amber-maple-syrups, en:dark-maple-syrups, en:maple-sugars, en:maple-syrups-from-quebec, en:sugary-cooking-helpers, fr:produits-sucrants",100% SIROP D'ÉRABLE BIO,https://images.openfoodfacts.org/images/products/081/512/600/6542/front_fr.26.400.jpg
3174660084414,Blonvilliers pure canne blond poudre,"en:sweeteners, en:sugars, en:brown-sugars, en:cane-sugar",Sucre roux de canne,https://images.openfoodfacts.org/images/products/317/466/008/4414/front_fr.45.400.jpg
8410014477651,O azucar,"en:breakfasts, en:spreads, en:sweet-spreads, en:sweeteners, en:sugars, fr:pates-a-tartiner, en:hazelnut-spreads, en:chocolate-spreads, en:cocoa-and-hazelnuts-spreads","Edulcorantes (maltitol, glicósidos de esteviol), aceite de girasol alto oleico, polidextrosa, cacao desgrasado en polvo 8,5%, _leche_ desnatada en polvo 4,5%, manteca de cacao, _avellanas_ 4,0%, sólidos lácteos, emulgentes (lecitina de _soja_, E476), aromas.",https://images.openfoodfacts.org/images/products/841/001/447/7651/front_en.41.400.jpg
6111270630126,sucre arâme vanille,"en:sweeteners, en:sugars, en:vanillin-sugars","Sucre Arome Vanille سكر بنكهة الفانيلا ألنا منذ 1897 Un peu d'Alsa... Un peu d'Amour... et voila! Pour donner un bon goût à vos jus, tartes, gâteaux et biscuits, ajoutez un sachet de sucre vanille Alsa à chacune de ces préparations. Bon appétit les petits! et les grands aussi. **% RNJ *Par portion ** % القيمة اليومية المقترحة لكل حصة معلومات غدائية 1,50 0 0",https://images.openfoodfacts.org/images/products/611/127/063/0126/front_fr.3.400.jpg
4104420024564,Agavendicksaft,"en:sweeteners, en:syrups, en:simple-syrups, en:sugars, en:agave-syrups",Agavendicksaft,https://images.openfoodfacts.org/images/products/410/442/002/4564/front_en.132.400.jpg
3165433704011,Ppk poudre betterave bio kraft daddy 750g,"en:sweeteners, en:sugars, en:beet-sugars, en:caster-sugars, en:white-sugars","Sucre de betteraves bio 100% français, non raffiné.",https://images.openfoodfacts.org/images/products/316/543/370/4011/front_fr.114.400.jpg
6111248930180,Sucre cristallisé roux,"en:sweeteners, en:sugars",,https://images.openfoodfacts.org/images/products/611/124/893/0180/front_fr.3.400.jpg
3560071410964,Sucre en Poudre,"en:frozen-foods, en:sweeteners, en:sugars, en:beet-sugars, en:caster-sugars, en:white-sugars",100% sucre,https://images.openfoodfacts.org/images/products/356/007/141/0964/front_fr.21.400.jpg
3564706662957,Sucre en poudre blanc,"en:sweeteners, en:sugars, en:beet-sugars, en:caster-sugars, en:granulated-sugars, en:white-sugars",Sucre blanc en poudre,https://images.openfoodfacts.org/images/products/356/470/666/2957/front_fr.31.400.jpg
20759711,Sucre de canne blond bio,"en:sweeteners, en:sugars, en:brown-sugars, en:cane-sugar, en:caster-sugars",100% sucre mi-blanc de canne.,https://images.openfoodfacts.org/images/products/000/002/075/9711/front_fr.30.400.jpg
8410714102129,Azúcar blanco,"en:sweeteners, en:sugars, en:granulated-sugars, en:white-sugars",Azúcar blanco.,https://images.openfoodfacts.org/images/products/841/071/410/2129/front_es.35.400.jpg
3270190191155,Sucre blond de canne en poudre Bio,"en:sweeteners, en:sugars, en:brown-sugars, en:cane-sugar, en:caster-sugars",100% sucre blond de canne biologique.,https://images.openfoodfacts.org/images/products/327/019/019/1155/front_fr.36.400.jpg
3220035210008,Sucre Cassonade,"en:sweeteners, en:sugars, en:brown-sugars, fr:cassonades, fr:sucre-non-raffine",Sucre roux de canne,https://images.openfoodfacts.org/images/products/322/003/521/0008/front_fr.152.400.jpg
6130234002366,skor,"en:sweeteners, en:sugars, en:granulated-sugars",sucre de canne.,https://images.openfoodfacts.org/images/products/613/023/400/2366/front_en.28.400.jpg
3596710531936,Sucre roux pur canne cassonade,"en:frozen-foods, en:sweeteners, en:sugars, en:brown-sugars, en:cane-sugars, fr:cassonades",100% sucre roux de canne.,https://images.openfoodfacts.org/images/products/359/671/053/1936/front_fr.61.400.jpg
3179142704705,Sucre vanillé Madagascar à la vanille Bourbon (5 sachets)imp,"en:sweeteners, en:cooking-helpers, en:sugars, en:vanilla-sugars","brown sugar (96,6%), vanilla powder exhausted, natural vanilla extract from madagascar, maize starch,",https://images.openfoodfacts.org/images/products/317/914/270/4705/front_fr.7.400.jpg
3250392947026,Sucre blanc en poudre 750g doypack,"en:sweeteners, en:sugars, en:beet-sugars, en:caster-sugars, en:granulated-sugars, en:white-sugars, fr:autres-produits",Sucre en poudre.,https://images.openfoodfacts.org/images/products/325/039/294/7026/front_fr.19.400.jpg
3560071462833,Sucre poudre,"en:sweeteners, en:sugars",Sucre,https://images.openfoodfacts.org/images/products/356/007/146/2833/front_fr.3.400.jpg
3760226261452,"Tablette de chocolat 75% de cacao, caramel et fleur de sel","en:snacks, en:sweet-snacks, en:cocoa-and-its-products, en:sweeteners, en:chocolates, en:dark-chocolates, en:salted-chocolates, en:sugars, en:fleur-de-sel-chocolates, en:salted-dark-chocolates, en:caramel-chocolates, en:dark-chocolate-with-caramel, en:dark-chocolates-with-fleur-de-sel","Cacao*, sucre de canne*, beurre de cacao*, thé earl grey* (thé noir*, huile essentielle de bergamote* et de citron (1,5%)), fleur de sel, émulsifiant : lécithine de tournesol*",https://images.openfoodfacts.org/images/products/376/022/626/1452/front_fr.28.400.jpg
3174660031913,Extra fin Béghin-Say®,"en:sweeteners, en:sugars, en:beet-sugars, en:caster-sugars, en:white-sugars, fr:sucre-extra-fin","sucre, amidon de maïs (1,5%)",https://images.openfoodfacts.org/images/products/317/466/003/1913/front_fr.23.400.jpg
3250392868680,Sucre de fleur de coco bio,"en:sweeteners, en:sugars, en:coconut-sugar, fr:autres-produits",Sucre de coco*. *Ingrédient issu de l'Agriculture Biologique.,https://images.openfoodfacts.org/images/products/325/039/286/8680/front_fr.39.400.jpg
5600341930827,Sucre de noix de coco,"en:sweeteners, en:sugars, en:coconut-sugar",100% sucre de coco biologique,https://images.openfoodfacts.org/images/products/560/034/193/0827/front_fr.14.400.jpg
3165432100005,Daddy morceau pure canne kg,"en:sweeteners, en:sugars, en:brown-sugars, en:cane-sugars","sucre de canne(99%), colorant : caramel pur sucre de canne",https://images.openfoodfacts.org/images/products/316/543/210/0005/front_fr.40.400.jpg
5010115902941,Golden Syrup,"en:sweeteners, en:syrups, en:sugars",partially inverted refiners syrup,https://images.openfoodfacts.org/images/products/501/011/590/2941/front_en.16.400.jpg
20930417,Sucre extra fin,"en:sweeteners, en:sugars",100% sucre,https://images.openfoodfacts.org/images/products/000/002/093/0417/front_fr.23.400.jpg
3174660070325,Sucre de CANNE,"en:sweeteners, en:sugars, en:cane-sugars, en:lump-sugar","sucre de canne, sucre de canne caramélisé",https://images.openfoodfacts.org/images/products/317/466/007/0325/front_fr.34.400.jpg
5010115900718,Golden  Syrup,"en:sweeteners, en:syrups, en:simple-syrups, en:sugars, en:inverted-sugar-syrups",partially inverted refiners syrup,https://images.openfoodfacts.org/images/products/501/011/590/0718/front_en.12.400.jpg
4068262034597,Cassonade,"en:sweeteners, en:sugars, en:brown-sugars, en:cane-sugars, fr:cassonades",100% sucre roux de canne,https://images.openfoodfacts.org/images/products/406/826/203/4597/front_fr.19.400.jpg
3165430121255,Daddy sucre demi rond pure canne,"en:sweeteners, en:sugars, en:cane-sugars, en:lump-sugar","Sucre de Canne (99%), colorant : caramel pur sucre de canne",https://images.openfoodfacts.org/images/products/316/543/012/1255/front_fr.30.400.jpg
3413880061080,Sucre mascobado,"en:sweeteners, en:sugars, en:cane-sugar, fr:sucres-mascobado",Sucre de canne complet*. *Produit issu du commerce équitable et de l'agriculture biologique (100% du volume total).,https://images.openfoodfacts.org/images/products/341/388/006/1080/front_fr.29.400.jpg
3165433734018,Ppk extra fin daddy kraft 750g,"en:sweeteners, en:syrups, en:sugars","Sucre de betterave 100% français, non raffiné",https://images.openfoodfacts.org/images/products/316/543/373/4018/front_fr.51.400.jpg
3027030018352,Fruttina extra,"en:sweeteners, en:food-additives, en:sugars, en:thickeners","Sucre, 1.1% pectines de fruit, acide citrique, acide sorbique",https://images.openfoodfacts.org/images/products/302/703/001/8352/front_fr.18.400.jpg
4056489647799,Golden syrup,"en:sweeteners, en:sugars, en:inverted-sugar-syrups",partially inverted sugar syrup,https://images.openfoodfacts.org/images/products/405/648/964/7799/front_en.17.400.jpg
3174660009264,Saveur Vergeoise Brune,"en:sweeteners, en:sugars, en:caster-sugars, fr:specialite-sucriere","sucre, sucre caramélisé, anti-agglomérant: glycérol (origine végétale), sirop de sucre inverti",https://images.openfoodfacts.org/images/products/317/466/000/9264/front_fr.41.400.jpg
3177710001416,Vivis - Fructose cristallisé,"en:sweeteners, en:food-additives, en:sugar-substitutes, en:sugars, en:natural-sugar-substitutes, en:fructose",fructose 100%,https://images.openfoodfacts.org/images/products/317/771/000/1416/front_fr.54.400.jpg
3450970069069,Sucre en poudre blanc,"en:sweeteners, en:sugars, en:beet-sugars, en:caster-sugars, en:granulated-sugars, en:white-sugars",Sucre blanc en poudre,https://images.openfoodfacts.org/images/products/345/097/006/9069/front_fr.60.400.jpg
8710437004626,Puderzucker,"en:sweeteners, en:sugars, en:powdered-sugars, en:maaltijden, en:pannenkoeken, en:poedersuiker, en:poffertjes, en:salades, en:suiker","Suiker, anti-klontermiddel (E341)",https://images.openfoodfacts.org/images/products/871/043/700/4626/front_en.57.400.jpg
3220035229000,Pack Cassonade Saint Louis 650g,"en:sweeteners, en:sugars, en:brown-sugars, fr:cassonades",Sucre roux de canne,https://images.openfoodfacts.org/images/products/322/003/522/9000/front_fr.45.400.jpg
3256220496186,Sucre Blond pure canne en poudre 500g,"en:sweeteners, en:sugars, en:cane-sugar, en:caster-sugars",Spécialité à base de sucre blond de canne non raffiné *. *ingrédient obtenu à partir de canne à sucre de production biologique.,https://images.openfoodfacts.org/images/products/325/622/049/6186/front_fr.48.400.jpg
8480000223494,Azúcar moreno de caña,"en:sweeteners, en:sugars, en:brown-sugars",INGREDIENTES E Azúcar moreno de caña. Origen: Isla Reunión. ℗ Açúcar demerara. Origem: Ilha Reunião. Valor Fr Energético/ 100 g 1700 kJ,https://images.openfoodfacts.org/images/products/848/000/022/3494/front_es.21.400.jpg
4056489193555,Sucre Glace,"en:sweeteners, en:sugars, en:powdered-sugars","98% sucre, amidon de pomme de terre.",https://images.openfoodfacts.org/images/products/405/648/919/3555/front_fr.9.400.jpg
3176800033405,"Bio dessert Panna cotta, au sucre de canne","en:plant-based-foods-and-beverages, en:dairies, en:plant-based-foods, en:desserts, en:dairy-desserts, en:flours, en:sweeteners, en:cooking-helpers, en:dessert-mixes, en:panna-cottas, en:sugars, en:mixes-for-panna-cotta","Sucre roux de canne (92%), gélifiant : agar-agar, extrait de vanille, épaississant : gomme de xanthane.",https://images.openfoodfacts.org/images/products/317/680/003/3405/front_fr.35.400.jpg
3410280012285,Sucre sachet Poudre 1 Kg,"en:sweeteners, en:sugars, en:beet-sugars, en:caster-sugars, en:white-sugars, fr:autres-produits",Sucre,https://images.openfoodfacts.org/images/products/341/028/001/2285/front_fr.52.400.jpg
3174660100763,Sucre saveur vanille,"en:sweeteners, en:sugars, en:vanilla-sugars, fr:sucre-aromatise","Sucre, arôme, antiagglomérant: amidon de mais.",https://images.openfoodfacts.org/images/products/317/466/010/0763/front_fr.55.400.jpg
3220034950004,Petits Morceaux de sucre de canne non raffiné 1kg,"en:sweeteners, en:sugars, en:cane-sugars, en:lump-sugar, fr:sucre-non-raffine",Sucre de Canne non raffiné,https://images.openfoodfacts.org/images/products/322/003/495/0004/front_fr.50.400.jpg
3165430100007,Demi-morceaux de sucre,"en:sweeteners, en:sugars, en:beet-sugars, en:lump-sugar, en:white-sugars",Sucre en morceaux.,https://images.openfoodfacts.org/images/products/316/543/010/0007/front_fr.37.400.jpg
3329757002967,Sucre sans aspartame,"en:sweeteners, en:food-additives, en:sugar-substitutes, en:sugars, en:tabletop-sweeteners","Lactose (lait), édulcorant : sucralose (5,84%), stabilisants : cellulose microcristalline, gomme de cellulose réticulée, arômes.",https://images.openfoodfacts.org/images/products/332/975/700/2967/front_fr.45.400.jpg
6111248930326,Sucrévia,"en:sweeteners, en:sugars",,https://images.openfoodfacts.org/images/products/611/124/893/0326/front_fr.5.400.jpg
3165430810005,Daddy cristal sachet 1kg - gamme courants,"en:sweeteners, en:sugars, en:granulated-sugars, en:white-sugars",100% sucre de betterave,https://images.openfoodfacts.org/images/products/316/543/081/0005/front_fr.52.400.jpg
3012996012001,Sucre de canne liquide,"en:beverages-and-beverages-preparations, en:beverages, en:beverage-preparations, en:sweeteners, en:syrups, en:flavoured-syrups, en:non-alcoholic-beverages, en:sugars, en:cane-sugar, en:sweetened-beverages, fr:sirops-au-sucre-de-canne","Sucre de canne, eau.",https://images.openfoodfacts.org/images/products/301/299/601/2001/front_fr.55.400.jpg
3174660055247,La Perruche Petits Morceaux 1kg,"en:sweeteners, en:sugars, en:cane-sugar, en:lump-sugar, fr:sucre-en-petits-morceaux","sucre de canne, sucre de canne caramelisé",https://images.openfoodfacts.org/images/products/317/466/005/5247/front_en.28.400.jpg
4006544205006,Rübenzucker,"en:sweeteners, en:sugars",Zucker,https://images.openfoodfacts.org/images/products/400/654/420/5006/front_de.218.400.jpg
4056489616238,Sucre de canne en morceaux,"en:sweeteners, en:sugars, en:cane-sugars",,https://images.openfoodfacts.org/images/products/405/648/961/6238/front_fr.11.400.jpg
3220035610006,"Confisuc ""spécial Confitures"" Saint Louis 1kg","en:sweeteners, en:sugars, fr:sucres-gelifiant","Sucre : 98,7 %, Acidifiant : acide citrique, Gélifiant : pectine",https://images.openfoodfacts.org/images/products/322/003/561/0006/front_fr.35.400.jpg
5000108675495,Original Microwaveable Oats,"en:plant-based-foods-and-beverages, en:plant-based-foods, en:breakfasts, en:cereals-and-potatoes, en:cereals-and-their-products, en:breakfast-cereals, en:sweeteners, en:flakes, en:cereal-flakes, en:rolled-flakes, en:sugars, en:porridge, en:rolled-oats, en:ingredient, en:saturates",wholegrain rolled oats,https://images.openfoodfacts.org/images/products/500/010/867/5495/front_en.22.400.jpg
5010067301502,Granulated Sugar,"en:sweeteners, en:sugars, en:granulated-sugars",Sugar,https://images.openfoodfacts.org/images/products/501/006/730/1502/front_en.39.400.jpg
3174660040458,Saveur Vergeoise Blonde Nature,"en:sweeteners, en:sugars, fr:vergeoises","Sucre, sirop de sucre inverti, anti-agglomérant : glycérol (origine végétale), sucre caramélisé.",https://images.openfoodfacts.org/images/products/317/466/004/0458/front_fr.54.400.jpg
3220034041009,Sucre en Morceaux Sécables Saint Louis 1kg,"en:sweeteners, en:sugars, en:beet-sugars, en:granulated-sugars, en:lump-sugar, en:white-sugars",Sucre de betteraves.,https://images.openfoodfacts.org/images/products/322/003/404/1009/front_fr.52.400.jpg
3220033060001,ti' Plaisir Petits Sucre Roux de Canne Saint Louis 500g,"en:sweeteners, en:sugars, en:brown-sugars, en:cane-sugars, fr:sucre-de-canne-non-raffine",Sucre roux de canne,https://images.openfoodfacts.org/images/products/322/003/306/0001/front_fr.36.400.jpg
3220034941194,Morceaux sécables de sucre de canne non raffiné 1kg,"en:sweeteners, en:sugars, en:brown-sugars, en:cane-sugars, en:lump-sugar, fr:sucre-non-raffine",Sucre roux de canne,https://images.openfoodfacts.org/images/products/322/003/494/1194/front_fr.45.400.jpg
3256228437938,Sucre de fleur de coco en poudre tubo 250G,"en:frozen-foods, en:sweeteners, en:sugars, en:coconut-sugar",Sucre de fleur de coco*. *ingrédient issu de l'agriculture biologique.,https://images.openfoodfacts.org/images/products/325/622/843/7938/front_fr.20.400.jpg
3220034941712,Morceaux sécables de sucre de canne non raffiné Equitable 1kg,"en:sweeteners, en:sugars, en:lump-sugar",Sucre roux de canne,https://images.openfoodfacts.org/images/products/322/003/494/1712/front_en.3.400.jpg
6111005400000,Sucre arôme Fleur d’oranger,"en:sweeteners, en:sugars","sucre, amidon de maïs, arôme fleur d'oranger. Peut contenir des traces de sulfites.",https://images.openfoodfacts.org/images/products/611/100/540/0000/front_en.18.400.jpg
3660992011605,sucre en poudre,"en:sweeteners, en:sugars, en:beet-sugars, en:caster-sugars, en:granulated-sugars, en:white-sugars",Sucre.,https://images.openfoodfacts.org/images/products/366/099/201/1605/front_fr.20.400.jpg
20624477,Zucker,"en:sweeteners, en:sugars, en:caster-sugars, en:cukier-biały",Zucker.,https://images.openfoodfacts.org/images/products/000/002/062/4477/front_en.141.400.jpg
3174660001091,Beghin SaySpécial Confitures au Sucre Blanc,"en:sweeteners, en:sugars, fr:sucres-gelifiant","Sucre, gélifiants (moins de 1%) : carréghananes (extraits d'algues), farine de graines de caroube",https://images.openfoodfacts.org/images/products/317/466/000/1091/front_fr.28.400.jpg
